,Language,Query,GitHubUrl,code,relevance
224,Python,get inner html,https://github.com/miyakogi/wdom/blob/a21bcd23e94baceee71161829f6897bee3fd39c1/wdom/web_node.py#L305-L311,"def innerHTML(self, html: str) -> None: # type: ignore """"""Set innerHTML both on this node and related browser node."""""" df = self._parse_html(html) if self.connected: self._set_inner_html_web(df.html) self._empty() self._append_child(df)",3
460,Python,get inner html,https://github.com/maxpowel/scrapium/blob/bc12c425aa5978f953a87d05920ba0f61a00409c/scrapium/scrapium.py#L140-L142,"def get_html(self, url): r = self.get(url) return self.html(r.text)",3
1054,Python,get inner html,https://github.com/miyakogi/wdom/blob/a21bcd23e94baceee71161829f6897bee3fd39c1/wdom/tag.py#L155-L159,"def innerHTML(self) -> str: """"""Get innerHTML of the inner node."""""" if self._inner_element: return self._inner_element.innerHTML return super().innerHTML",3
1061,Python,get inner html,https://github.com/miyakogi/wdom/blob/a21bcd23e94baceee71161829f6897bee3fd39c1/wdom/tag.py#L148-L152,"def html(self) -> str: """"""Get whole html representation of this node."""""" if self._inner_element: return self.start_tag + self._inner_element.html + self.end_tag return super().html",3
930,Python,get inner html,https://github.com/KelSolaar/Umbra/blob/66f45f08d9d723787f1191989f8b0dda84b412ce/umbra/reporter.py#L468-L477,"def __set_html(self, html=None): """""" Sets the html content in the View using given body. :param html: Html content. :type html: unicode """""" self.__html = self.__get_html(html) self.__view.setHtml(self.__html)",2
750,Python,get inner html,https://github.com/zenwalker/python-xmltag/blob/5ba900753d939b0f3811c88b0f95ebbbdecd1727/xmltag/nodes.py#L45-L59,"def render(self): indent = self.doc.indent inner = self.content or '' if not self.safe: inner = escape(inner, quote=False) inner += ''.join([n.render() for n in self.child_nodes]) html = self.doc.render_tag(self.tag_name, inner, self.attrs) if indent: pretty_html = '\n' + (indent * self.level) + html if self._is_last(): pretty_html += '\n' + indent * (self.level - 1) html = pretty_html return html",1
819,Python,get inner html,https://github.com/JohnVinyard/zounds/blob/337b3f98753d09eaab1c72dcd37bb852a3fa5ac6/zounds/ui/baseapp.py#L82-L95,"def _get_html(self, html_filename): path, fn = os.path.split(__file__) with open(os.path.join(path, html_filename)) as f: html = f.read() to_replace = [(m.groupdict()['filename'], html[m.start(): m.end()]) for m in self.SCRIPT_TAG.finditer(html)] for filename, tag in to_replace: with open(os.path.join(path, filename)) as scriptfile: html = html.replace( tag, '<script>{}</script>'.format(scriptfile.read())) return html",1
1408,Python,get inner html,https://github.com/tensorflow/lucid/blob/d1a1e2e4fd4be61b89b8cba20dc425a5ae34576e/lucid/scratch/web/svelte.py#L43-L68,"def SvelteComponent(name, path): """"""Display svelte components in iPython. Args: name: name of svelte component (must match component filename when built) path: path to compile svelte .js file or source svelte .html file. (If html file, we try to call svelte and build the file.) Returns: A function mapping data to a rendered svelte component in ipython. """""" if path[-3:] == "".js"": js_path = path elif path[-5:] == "".html"": print(""Trying to build svelte component from html..."") js_path = build_svelte(path) js_content = read(js_path, mode='r') def inner(data): id_str = js_id(name) html = _template \ .replace(""$js"", js_content) \ .replace(""$name"", name) \ .replace(""$data"", json.dumps(data)) \ .replace(""$id"", id_str) _display_html(html) return inner",1
1508,Python,get inner html,https://github.com/RudolfCardinal/pythonlib/blob/0b84cb35f38bd7d8723958dae51b480a829b7227/cardinal_pythonlib/rnc_web.py#L408-L416,"def get_png_img_html(blob: Union[bytes, memoryview], extra_html_class: str = None) -> str: """""" Converts a PNG blob to an HTML IMG tag with embedded data. """""" return """"""<img {}src=""{}"" />"""""".format( 'class=""{}"" '.format(extra_html_class) if extra_html_class else """", get_png_data_url(blob) )",1
1234,Python,get inner html,https://github.com/limodou/uliweb/blob/34472f25e4bc0b954a35346672f94e84ef18b076/uliweb/form/widgets.py#L22-L24,def html(self): return ''.join([self.pre_html() % self.kwargs] + [self.to_html()] + [self.post_html() % self.kwargs]),0
8,Python,get executable path,https://github.com/sarugaku/virtenv/blob/fc42a9d8dc9f1821d3893899df78e08a081f6ca3/virtenv_cli.py#L20-L28,"def which(name): for p in os.environ['PATH'].split(os.pathsep): exe = os.path.join(p, name) if is_executable(exe): return os.path.abspath(exe) for ext in [''] + os.environ.get('PATHEXT', '').split(os.pathsep): exe = '{}{}'.format(exe, ext.lower()) if is_executable(exe): return os.path.abspath(exe)",3
68,Python,get executable path,https://github.com/ethereum/pyethereum/blob/b704a5c6577863edc539a1ec3d2620a443b950fb/ethereum/tools/_solidity.py#L24-L43,"def get_compiler_path(): """""" Return the path to the solc compiler. This funtion will search for the solc binary in the $PATH and return the path of the first executable occurence. """""" # If the user provides a specific solc binary let's use that given_binary = os.environ.get('SOLC_BINARY') if given_binary: return given_binary for path in os.getenv('PATH', '').split(os.pathsep): path = path.strip('""') executable_path = os.path.join(path, BINARY) if os.path.isfile(executable_path) and os.access( executable_path, os.X_OK): return executable_path return None",3
282,Python,get executable path,https://github.com/costastf/locationsharinglib/blob/dcd74b0cdb59b951345df84987238763e50ef282/_CI/library/core_library.py#L186-L206,"def get_binary_path(executable, logging_level='INFO'): """"""Gets the software name and returns the path of the binary."""""" if sys.platform == 'win32': if executable == 'start': return executable executable = executable + '.exe' if executable in os.listdir('.'): binary = os.path.join(os.getcwd(), executable) else: binary = next((os.path.join(path, executable) for path in os.environ['PATH'].split(os.pathsep) if os.path.isfile(os.path.join(path, executable))), None) else: venv_parent = get_venv_parent_path() venv_bin_path = os.path.join(venv_parent, '.venv', 'bin') if not venv_bin_path in os.environ.get('PATH'): if logging_level == 'DEBUG': print(f'Adding path {venv_bin_path} to environment PATH variable') os.environ['PATH'] = os.pathsep.join([os.environ['PATH'], venv_bin_path]) binary = shutil.which(executable) return binary if binary else None",3
367,Python,get executable path,https://github.com/pypa/pipenv/blob/cae8d76c210b9777e90aab76e9c4b0e53bb19cde/pipenv/utils.py#L1300-L1316,"def find_windows_executable(bin_path, exe_name): """"""Given an executable name, search the given location for an executable"""""" requested_path = get_windows_path(bin_path, exe_name) if os.path.isfile(requested_path): return requested_path try: pathext = os.environ[""PATHEXT""] except KeyError: pass else: for ext in pathext.split(os.pathsep): path = get_windows_path(bin_path, exe_name + ext.strip().lower()) if os.path.isfile(path): return path return find_executable(exe_name)",3
533,Python,get executable path,https://github.com/nikcub/paths/blob/2200b85273d07d7a3c8b15ceb3b03cbb5c11439a/paths/__init__.py#L85-L107,"def find_executable(executable, path=None): """"""Tries to find 'executable' in the directories listed in 'path'. A string listing directories separated by 'os.pathsep'; defaults to os.environ['PATH']. Returns the complete filename or None if not found. """""" if path is None: path = os.environ['PATH'] paths = path.split(os.pathsep) base, ext = os.path.splitext(executable) if (sys.platform == 'win32' or os.name == 'os2') and (ext != '.exe'): executable = executable + '.exe' if not os.path.isfile(executable): for p in paths: f = os.path.join(p, executable) if os.path.isfile(f): # the file exists, we have a shot at spawn working return f return None else: return executable",3
768,Python,get executable path,https://github.com/shapiromatron/bmds/blob/395c6ce84ad82876fd9fa4a89a3497fb61616de0/bmds/models/base.py#L173-L177,"def get_exe_path(cls): """""" Return the full path to the executable. """""" return os.path.abspath(os.path.join(ROOT, cls.bmds_version_dir, cls.exe + "".exe""))",3
1548,Python,get executable path,https://github.com/kgori/treeCl/blob/fed624b3db1c19cc07175ca04e3eda6905a8d305/treeCl/wrappers/abstract_wrapper.py#L161-L176,"def _search_for_executable(self, executable): """""" Search for file give in ""executable"". If it is not found, we try the environment PATH. Returns either the absolute path to the found executable, or None if the executable couldn't be found. """""" if os.path.isfile(executable): return os.path.abspath(executable) else: envpath = os.getenv('PATH') if envpath is None: return for path in envpath.split(os.pathsep): exe = os.path.join(path, executable) if os.path.isfile(exe): return os.path.abspath(exe)",3
1658,Python,get executable path,https://github.com/etcher-be/elib_run/blob/c9d8ba9f067ab90c5baa27375a92b23f1b97cdde/elib_run/_find_exe.py#L18-L62,"def find_executable(executable: str, *paths: str) -> typing.Optional[Path]: """""" Based on: https://gist.github.com/4368898 Public domain code by anatoly techtonik <techtonik@gmail.com> Programmatic equivalent to Linux `which` and Windows `where` Find if ´executable´ can be run. Looks for it in 'path' (string that lists directories separated by 'os.pathsep'; defaults to os.environ['PATH']). Checks for all executable extensions. Returns full path or None if no command is found. Args: executable: executable name to look for paths: root paths to examine (defaults to system PATH) Returns: executable path as string or None """""" if not executable.endswith('.exe'): executable = f'{executable}.exe' if executable in _KNOWN_EXECUTABLES: return _KNOWN_EXECUTABLES[executable] output = f'{executable}' if not paths: path = os.environ['PATH'] paths = tuple([str(Path(sys.exec_prefix, 'Scripts').absolute())] + path.split(os.pathsep)) executable_path = Path(executable).absolute() if not executable_path.is_file(): for path_ in paths: executable_path = Path(path_, executable).absolute() if executable_path.is_file(): break else: _LOGGER.error('%s -> not found', output) return None _KNOWN_EXECUTABLES[executable] = executable_path _LOGGER.info('%s -> %s', output, str(executable_path)) return executable_path",3
1912,Python,get executable path,https://github.com/ga4gh/ga4gh-common/blob/ea1b562dce5bf088ac4577b838cfac7745f08346/ga4gh/common/utils.py#L30-L40,"def getPathOfExecutable(executable): """""" Returns the full path of the executable, or None if the executable can not be found. """""" exe_paths = os.environ['PATH'].split(':') for exe_path in exe_paths: exe_file = os.path.join(exe_path, executable) if os.path.isfile(exe_file) and os.access(exe_file, os.X_OK): return exe_file return None",3
259,Python,get executable path,https://github.com/calmjs/calmjs/blob/b9b407c2b6a7662da64bccba93bb8d92e7a5fafd/src/calmjs/utils.py#L128-L173,"def which(cmd, mode=os.F_OK | os.X_OK, path=None): """""" Given cmd, check where it is on PATH. Loosely based on the version in python 3.3. """""" if os.path.dirname(cmd): if os.path.isfile(cmd) and os.access(cmd, mode): return cmd if path is None: path = os.environ.get('PATH', defpath) if not path: return None paths = path.split(pathsep) if sys.platform == 'win32': # oh boy if curdir not in paths: paths = [curdir] + paths # also need to check the fileexts... pathext = os.environ.get('PATHEXT', '').split(pathsep) if any(cmd.lower().endswith(ext.lower()) for ext in pathext): files = [cmd] else: files = [cmd + ext for ext in pathext] else: # sanity files = [cmd] seen = set() for p in paths: normpath = normcase(p) if normpath in seen: continue seen.add(normpath) for f in files: fn = os.path.join(p, f) if os.path.isfile(fn) and os.access(fn, mode): return fn return None",1
80,Python,get current process id,https://github.com/djtaylor/python-lsbinit/blob/a41fc551226f61ac2bf1b8b0f3f5395db85e75a2/lsbinit/pid.py#L43-L78,"def ps(self): """""" Get the process information from the system PS command. """""" # Get the process ID pid = self.get() # Parent / child processes parent = None children = [] # If the process is running if pid: proc = Popen(['ps', '-ef'], stdout=PIPE) for _line in proc.stdout.readlines(): line = self.unicode(_line.rstrip()) # Get the current PID / parent PID this_pid, this_parent = self._ps_extract_pid(line) try: # If scanning a child process if int(pid) == int(this_parent): children.append('{}; [{}]'.format(this_pid.rstrip(), re.sub(' +', ' ', line))) # If scanning the parent process if int(pid) == int(this_pid): parent = re.sub(' +', ' ', line) # Ignore value errors except ValueError: continue # Return the parent PID and any children processes return (parent, children)",3
389,Python,get current process id,https://github.com/cloud9ers/gurumate/blob/075dc74d1ee62a8c6b7a8bf2b271364f01629d1e/environment/lib/python2.7/site-packages/gurumate-2.8.6-py2.7.egg/gurumate/linux2/procs.py#L43-L46,def get_pid(PROCNAME): for proc in psutil.process_iter(): if proc.name == PROCNAME: return proc.pid,3
532,Python,get current process id,https://github.com/Pajinek/vhm/blob/e323e99855fd5c40fd61fba87c2646a1165505ed/tools/vhmlib/manager.py#L103-L111,"def get_pid(self, id): f = open(self.config[id][""pidfile""]) try: pid = int(f.read().strip()) except ValueError: print ""Wrong PID format (int %s)"" % self.config[id][""pidfile""] sys.exit(1) f.close() return pid",3
1385,Python,get current process id,https://github.com/Jaymon/prom/blob/b7ad2c259eca198da03e1e4bc7d95014c168c361/prom/query.py#L1458-L1464,"def process_id(self): ret = """" if thread: f = getattr(os, 'getpid', None) if f: ret = str(f()) return ret",3
1420,Python,get current process id,https://github.com/fabioz/PyDev.Debugger/blob/ed9c4307662a5593b8a7f1f3389ecd0e79b8c503/pydevd_attach_to_process/winappdbg/thread.py#L204-L226,"def get_pid(self): """""" @rtype: int @return: Parent process global ID. @raise WindowsError: An error occured when calling a Win32 API function. @raise RuntimeError: The parent process ID can't be found. """""" if self.dwProcessId is None: if self.__process is not None: # Infinite loop if self.__process is None self.dwProcessId = self.get_process().get_pid() else: try: # I wish this had been implemented before Vista... # XXX TODO find the real ntdll call under this api hThread = self.get_handle( win32.THREAD_QUERY_LIMITED_INFORMATION) self.dwProcessId = win32.GetProcessIdOfThread(hThread) except AttributeError: # This method really sucks :P self.dwProcessId = self.__get_pid_by_scanning() return self.dwProcessId",3
632,Python,get current process id,https://github.com/bcbio/bcbio-nextgen/blob/6a9348c0054ccd5baffd22f1bb7d0422f6978b20/bcbio/cwl/workflow.py#L421-L437,"def _create_variable(orig_v, step, variables): """"""Create a new output variable, potentially over-writing existing or creating new. """""" # get current variable, and convert to be the output of our process step try: v = _get_variable(orig_v[""id""], variables) except ValueError: v = copy.deepcopy(orig_v) if not isinstance(v[""id""], six.string_types): v[""id""] = _get_string_vid(v[""id""]) for key, val in orig_v.items(): if key not in [""id"", ""type""]: v[key] = val if orig_v.get(""type"") != ""null"": v[""type""] = orig_v[""type""] v[""id""] = ""%s/%s"" % (step.name, get_base_id(v[""id""])) return v",1
1076,Python,get current process id,https://github.com/jobec/rfc5424-logging-handler/blob/9c4f669c5e54cf382936cd950e2204caeb6d05f0/rfc5424logging/handler.py#L277-L281,"def get_procid(self, record): procid = getattr(record, 'procid', self.procid) if procid is None or procid == '': procid = getattr(record, 'process', NILVALUE) return self.filter_printusascii(str(procid))",1
36,Python,get current process id,https://github.com/fabioz/PyDev.Debugger/blob/ed9c4307662a5593b8a7f1f3389ecd0e79b8c503/pydevd_attach_to_process/winappdbg/interactive.py#L669-L676,"def get_process_id_from_prefix(self): if self.cmdprefix: pid = self.input_process(self.cmdprefix) else: if self.lastEvent is None: raise CmdError(""no current process set"") pid = self.lastEvent.get_pid() return pid",0
601,Python,get current process id,https://github.com/helixyte/everest/blob/70c9b93c3061db5cb62428349d18b8fb8566411b/everest/representers/xml.py#L440-L450,def get_id(self): # FIXME: This will not work with ID strings that happen to be # convertible to an int. id_str = self.get('id') try: id_val = int(id_str) except ValueError: id_val = id_str except TypeError: # Happens if the id string is None. id_val = id_str return id_val,0
577,Python,get current observable value,https://github.com/jor-/util/blob/0eb0be84430f88885f4d48335596ca8881f85587/util/observable/decorator.py#L114-L143,"def _set_observable(self, observable_name, new_value): ## check old value if self._has_value(observable_name): old_value = self.new_value(observable_name) ## set only if different value must_set = np.any(new_value != old_value) if must_set: ## if values are observable_names with observers call associated observers of sub observable_names if isinstance(old_value, Observable) and isinstance(new_value, Observable): ## copy observer old_value.copy_observers_to(new_value) ## notify old observer old_value._notify_observers(observable_name=None, include_everything_observers=True) for observable_name in old_value._observers.keys(): old_has_value = old_value._has_value(observable_name) new_has_value = new_value._has_value(observable_name) if old_has_value != new_has_value or (old_has_value and new_has_value and np.any(old_value._get_value(observable_name) != new_value._get_value(observable_name))): old_value._notify_observers(observable_name=observable_name, include_everything_observers=False) else: must_set = True ## set new observable_name value and call observer if must_set: self._set_value(observable_name, new_value) self._notify_observers(observable_name)",3
1496,Python,get current observable value,https://github.com/Qiskit/qiskit-terra/blob/d4f58d903bc96341b816f7c35df936d6421267d1/qiskit/quantum_info/analyzation/make_observable.py#L13-L37,"def make_dict_observable(matrix_observable): """"""Convert an observable in matrix form to dictionary form. Takes in a diagonal observable as a matrix and converts it to a dictionary form. Can also handle a list sorted of the diagonal elements. Args: matrix_observable (list): The observable to be converted to dictionary form. Can be a matrix or just an ordered list of observed values Returns: Dict: A dictionary with all observable states as keys, and corresponding values being the observed value for that state """""" dict_observable = {} observable = np.array(matrix_observable) observable_size = len(observable) observable_bits = int(np.ceil(np.log2(observable_size))) binary_formater = '0{}b'.format(observable_bits) if observable.ndim == 2: observable = observable.diagonal() for state_no in range(observable_size): state_str = format(state_no, binary_formater) dict_observable[state_str] = observable[state_no] return dict_observable",2
17,Python,get current observable value,https://github.com/fredericklussier/ObservablePy/blob/fd7926a0568621f80b1d567d18f199976f1fa4e8/observablePy/ObservableStore.py#L72-L84,"def add(self, observableElement): """""" add an observable element :param str observableElement: the name of the observable element :raises RuntimeError: if element name already exist in the store """""" if observableElement not in self._observables: self._observables.append(observableElement) else: raise RuntimeError( ""{0} is already an observable element"" .format(observableElement))",1
644,Python,get current observable value,https://github.com/timofurrer/observable/blob/a6a764efaf9408a334bdb1ddf4327d9dbc4b8eaa/observable/property.py#L70-L95,"def _trigger_event( self, holder: T.Any, alt_name: str, action: str, *event_args: T.Any ) -> None: """"""Triggers an event on the associated Observable object. The Holder is the object this property is a member of, alt_name is used as the event name when self.event is not set, action is prepended to the event name and event_args are passed through to the registered event handlers."""""" if isinstance(self.observable, Observable): observable = self.observable elif isinstance(self.observable, str): observable = getattr(holder, self.observable) elif isinstance(holder, Observable): observable = holder else: raise TypeError( ""This ObservableProperty is no member of an Observable "" ""object. Specify where to find the Observable object for "" ""triggering events with the observable keyword argument "" ""when initializing the ObservableProperty."" ) name = alt_name if self.event is None else self.event event = ""{}_{}"".format(action, name) observable.trigger(event, *event_args)",1
892,Python,get current observable value,https://github.com/Nekmo/simple-monitor-alert/blob/11d6dbd3c0b3b9a210d6435208066f5636f1f44e/monitors/web.py#L91-L101,"def _sma_observable(observable_name, expected, function=None, param=None, value=None): param = param or os.environ.get(observable_name) if not param: return groups = parse_param(param) if not isinstance(param, list) else param function = function or globals()['test_' + observable_name] value = value or function(*groups) name = function.__name__.replace('test_', '').replace('_', ' ').capitalize() print('{}.name = ""{} {}""'.format(observable_name, name, groups[1])) print('{}.value = {}'.format(observable_name, value)) print('{}.expected = {}'.format(observable_name, expected))",1
1107,Python,get current observable value,https://github.com/Nekmo/simple-monitor-alert/blob/11d6dbd3c0b3b9a210d6435208066f5636f1f44e/simple_monitor_alert/sma.py#L69-L75,"def get_monitor_observables(self, name): try: lines = self.items(name) except NoSectionError: return [] lines = [ItemLine(key, value) for key, value in lines] return get_observables_from_lines(lines)",1
1296,Python,get current observable value,https://github.com/RPi-Distro/python-gpiozero/blob/7b67374fd0c8c4fde5586d9bad9531f076db9c0c/gpiozero/mixins.py#L539-L546,"def value(self): if not self.partial: self.full.wait() try: return self.average(self.queue) except (ZeroDivisionError, ValueError): # No data == inactive value return 0.0",1
1488,Python,get current observable value,https://github.com/senaite/senaite.core/blob/7602ce2ea2f9e81eb34e20ce17b98a3e70713f85/bika/lims/adapters/acquirefielddefaults.py#L44-L57,"def __call__(self, field): acquire = getattr(field, 'acquire', True) if acquire: fieldname = getattr(field, 'acquire_fieldname', field.getName()) current = self.context while hasattr(current, 'aq_parent'): current = current.aq_parent if IPloneSiteRoot.providedBy(current): break if fieldname in current.Schema()._names: value = current.Schema()[fieldname].get(current) if value is not None: return value",1
1836,Python,get current observable value,https://github.com/timofurrer/observable/blob/a6a764efaf9408a334bdb1ddf4327d9dbc4b8eaa/observable/property.py#L102-L108,"def create_with( cls, event: str = None, observable: T.Union[str, Observable] = None ) -> T.Callable[..., ""ObservableProperty""]: """"""Creates a partial application of ObservableProperty with event and observable preset."""""" return functools.partial(cls, event=event, observable=observable)",1
2066,Python,get current observable value,https://github.com/ARMmbed/mbed-cloud-sdk-python/blob/c0af86fb2cdd4dc7ed26f236139241067d293509/examples/connect/set-resource.py#L23-L42,"def _main(): api = ConnectAPI() # calling start_notifications is required for getting/setting resource synchronously api.start_notifications() devices = api.list_connected_devices().data if not devices: raise Exception(""No connected devices registered. Aborting"") # Synchronously get the initial/current value of the resource value = api.get_resource_value(devices[0].id, WRITEABLE_RESOURCE) print(""Current value: %r"" % (value,)) # Set Resource value. Resource needs to have type == ""writable_resource"" api.set_resource_value(device_id=devices[0].id, resource_path=WRITEABLE_RESOURCE, resource_value='10') # Synchronously get the current value of the resource value = api.get_resource_value(devices[0].id, WRITEABLE_RESOURCE) print(""Current value: %r"" % (value,))",1
340,Python,get current ip address,https://github.com/UpCloudLtd/upcloud-python-api/blob/954b0ad7c4b932b2be31a95d88975f6b0eeac8ed/upcloud_api/cloud_manager/ip_address_mixin.py#L16-L23,"def get_ip(self, address): """""" Get an IPAddress object with the IP address (string) from the API. e.g manager.get_ip('80.69.175.210') """""" res = self.get_request('/ip_address/' + address) return IPAddress(cloud_manager=self, **res['ip_address'])",3
1037,Python,get current ip address,https://github.com/kencochrane/django-defender/blob/e3e547dbb83235e0d564a6d64652c7df00412ff2/defender/utils.py#L41-L50,"def get_ip(request): """""" get the ip address from the request """""" if config.BEHIND_REVERSE_PROXY: ip_address = request.META.get(config.REVERSE_PROXY_HEADER, '') ip_address = ip_address.split("","", 1)[0].strip() if ip_address == '': ip_address = get_ip_address_from_request(request) else: ip_address = get_ip_address_from_request(request) return ip_address",3
1545,Python,get current ip address,https://github.com/emc-openstack/storops/blob/24b4b13bf065c0ef0538dd0b5ebb8f25d24176bd/storops/vnx/resource/mover.py#L203-L208,def get_ip(self): if self._ip is not None: ret = self._ip else: ret = self.ip_addr return ret,3
1711,Python,get current ip address,https://github.com/danielfrg/datasciencebox/blob/6b7aa642c6616a46547035fcb815acc1de605a6f/datasciencebox/core/cloud/instance.py#L80-L83,def get_ip(self): if self._ip is None: self._ip = self.fetch_ip() return self._ip,3
951,Python,get current ip address,https://github.com/dlancer/django-crispy-contact-form/blob/3d422556add5aea3607344a034779c214f84da04/contact_form/helpers.py#L8-L19,"def get_user_ip(request): """"""Return user ip :param request: Django request object :return: user ip """""" ip = get_real_ip(request) if ip is None: ip = get_ip(request) if ip is None: ip = '127.0.0.1' return ip",2
1844,Python,get current ip address,https://github.com/fy0/slim/blob/9951a910750888dbe7dd3e98acae9c40efae0689/slim/base/view.py#L128-L136,"async def get_ip(self) -> Union[IPv4Address, IPv6Address]: """""" get ip address of client :return: """""" xff = await self.get_x_forwarded_for() if xff: return xff[0] ip_addr = self._request.transport.get_extra_info('peername')[0] return ip_address(ip_addr)",2
1065,Python,get current ip address,https://github.com/softlayer/softlayer-python/blob/9f181be08cc3668353b05a6de0cb324f52cff6fa/SoftLayer/CLI/vpn/ipsec/detail.py#L63-L84,"def _get_address_translations_table(address_translations): """"""Yields a formatted table to print address translations. :param List[dict] address_translations: List of address translations. :return Table: Formatted for address translation output. """""" table = formatting.Table(['id', 'static IP address', 'static IP address id', 'remote IP address', 'remote IP address id', 'note']) for address_translation in address_translations: table.add_row([address_translation.get('id', ''), address_translation.get('internalIpAddressRecord', {}) .get('ipAddress', ''), address_translation.get('internalIpAddressId', ''), address_translation.get('customerIpAddressRecord', {}) .get('ipAddress', ''), address_translation.get('customerIpAddressId', ''), address_translation.get('notes', '')]) return table",1
1723,Python,get current ip address,https://github.com/istresearch/scrapy-cluster/blob/13aaed2349af5d792d6bcbfcadc5563158aeb599/crawler/crawling/distributed_scheduler.py#L275-L298,"def update_ipaddress(self): ''' Updates the scheduler so it knows its own ip address ''' # assign local ip in case of exception self.old_ip = self.my_ip self.my_ip = '127.0.0.1' try: obj = urllib.request.urlopen(settings.get('PUBLIC_IP_URL', 'http://ip.42.pl/raw')) results = self.ip_regex.findall(obj.read()) if len(results) > 0: self.my_ip = results[0] else: raise IOError(""Could not get valid IP Address"") obj.close() self.logger.debug(""Current public ip: {ip}"".format(ip=self.my_ip)) except IOError: self.logger.error(""Could not reach out to get public ip"") pass if self.old_ip != self.my_ip: self.logger.info(""Changed Public IP: {old} -> {new}"".format( old=self.old_ip, new=self.my_ip))",1
13,Python,get current ip address,https://github.com/rshipp/python-dshield/blob/1b003d0dfac0bc2ee8b86ca5f1a44b765b8cc6e0/dshield.py#L57-L74,"def ip(ip_address, return_format=None): """"""Returns a summary of the information our database holds for a particular IP address (similar to /ipinfo.html). In the returned data: Count: (also reports or records) total number of packets blocked from this IP. Attacks: (also targets) number of unique destination IP addresses for these packets. :param ip_address: a valid IP address """""" response = _get('ip/{address}'.format(address=ip_address), return_format) if 'bad IP address' in str(response): raise Error('Bad IP address, {address}'.format(address=ip_address)) else: return response",0
160,Python,get current ip address,https://github.com/douban/pymesos/blob/c8096d3d510648649963b7cead01d4d06b5dcf26/pymesos/scheduler.py#L473-L490,"def onNewMasterDetectedMessage(self, data): master = None try: if isinstance(data, six.binary_type): data = data.decode('utf-8') parsed = json.loads(data) if parsed and ""address"" in parsed: ip = parsed[""address""].get(""ip"") port = parsed[""address""].get(""port"") if ip and port: master = ""%s:%s"" % (ip, port) except Exception: logger.exception(""No JSON content, probably connecting "" ""to older Mesos version."") if master: self.change_master(master)",0
236,Python,get all parents of xml node,https://github.com/klahnakoski/pyLibrary/blob/fa2dcbc48fda8d26999baef400e9a98149e0b982/mo_graphs/graph.py#L58-L65,"def get_edges(self, node): return [ (node, child) for child in self.get_children(node) ] + [ (parent, node) for parent in self.get_parents(node) ]",3
1567,Python,get all parents of xml node,https://github.com/fishtown-analytics/dbt/blob/aa4f771df28b307af0cf9fe2fc24432f10a8236b/core/dbt/graph/selector.py#L317-L344,"def get_ancestor_ephemeral_nodes(self, selected_nodes): node_names = {} for node_id in selected_nodes: if node_id not in self.manifest.nodes: continue node = self.manifest.nodes[node_id] # sources don't have ancestors and this results in a silly select() if node.resource_type == NodeType.Source: continue node_names[node_id] = node.name include_spec = [ '+{}'.format(node_names[node]) for node in selected_nodes if node in node_names ] if not include_spec: return set() all_ancestors = self.select_nodes(self.linker.graph, include_spec, []) res = [] for ancestor in all_ancestors: ancestor_node = self.manifest.nodes.get(ancestor, None) if ancestor_node and self.is_ephemeral_model(ancestor_node): res.append(ancestor) return set(res)",3
1931,Python,get all parents of xml node,https://github.com/emc-openstack/storops/blob/24b4b13bf065c0ef0538dd0b5ebb8f25d24176bd/storops/vnx/resource/nfs_share.py#L38-L50,"def get_xml_node(self): xb = xmlapi.XmlBuilder() ret = [] if self.access_hosts is not None: ret.append(xb.list_elements('AccessHosts', self.access_hosts)) if self.rw_hosts is not None: ret.append(xb.list_elements('RwHosts', self.rw_hosts)) if self.ro_hosts is not None: ret.append(xb.list_elements('RoHosts', self.ro_hosts)) if self.root_hosts is not None: ret.append(xb.list_elements('RootHosts', self.root_hosts)) return ret",3
249,Python,get all parents of xml node,https://github.com/mfitzp/biocyc/blob/2fe81971687e4dcf1fcf869af0e7b3549be535b1/biocyc/biocyc.py#L566-L571,"def _import_parents_from_xml(self, xml): parents = xml.iterfind('parent') for p in parents: for o in p: # Store a tuple of orgid, identifier self._parents.append( o.attrib['frameid'] ) #( o.attrib['orgid'], ) )",2
680,Python,get all parents of xml node,https://github.com/inveniosoftware-contrib/json-merger/blob/adc6d372da018427e1db7b92424d3471e01a4118/json_merger/contrib/inspirehep/match.py#L199-L207,"def _find(self, node): root = node while root in self.parents: root = self.parents[root] while node in self.parents: prev_node = node node = self.parents[node] self.parents[prev_node] = root return root",2
966,Python,get all parents of xml node,https://github.com/klahnakoski/pyLibrary/blob/fa2dcbc48fda8d26999baef400e9a98149e0b982/mo_graphs/tree_graph.py#L39-L44,"def get_parents(self, node): parent = self.parents.get(node) if parent == None: return set() else: return {parent}",2
1406,Python,get all parents of xml node,https://github.com/incf-nidash/nidmresults/blob/438f7cce6abc4a4379b629bd76f4d427891e033f/nidmresults/owl/owl_reader.py#L85-L93,"def get_nidm_parent(self, term): # Find direct nidm parent of 'term' parents = self.get_direct_parents(term) for parent in parents: if not self.is_external_namespace(parent): return parent return None",2
